config_id,seed,fold,score_alignment,uses_train_only_stats,diagnostic_only,transfer_gauc,transfer_macro_user_auc,transfer_global_auc,delta_gauc_vs_raw,delta_macro_user_auc_vs_raw,delta_global_auc_vs_raw,dev_prediction_mean,dev_prediction_std,between_user_prediction_mean_std
C0p3-sample0p35-cap3000,2026,1,fold_train_zscore,True,False,0.7075219142383321,0.7063942357245928,0.42037486983686223,0.0,0.0,0.0,0.498675979561176,0.20347559535887494,0.19842570052222094
C0p3-sample0p35-cap3000,2026,2,fold_train_zscore,True,False,0.6068454635642136,0.605826812076812,0.3278618174015664,0.0,0.0,0.0,0.4987404711681821,0.22065811260550236,0.21551196831554256
C0p3-sample0p35-cap3000,2026,3,fold_train_zscore,True,False,0.6761234297947585,0.6767448716407051,0.3738372518860324,0.0,0.0,0.0,0.49632147701006357,0.2137730056142136,0.209715420241156
C0p3-sample0p35-cap3000,2027,1,fold_train_zscore,True,False,0.7307001787598801,0.7307081658420944,0.43134328358208956,0.0,0.0,0.0,0.5043799429328252,0.2017716795716568,0.1955548156905059
C0p3-sample0p35-cap3000,2027,2,fold_train_zscore,True,False,0.6050869182900434,0.6018482443482444,0.3207452705360655,0.0,0.0,0.0,0.5168041845642058,0.21855149294156018,0.21133974033511313
C0p3-sample0p35-cap3000,2027,3,fold_train_zscore,True,False,0.6521389934851474,0.6566173178673179,0.4002417051197539,0.0,0.0,0.0,0.5072324672796483,0.21221283104849387,0.2073067309908117
C0p3-sample0p35-cap3000,2028,1,fold_train_zscore,True,False,0.7242681613577137,0.7235508572115714,0.4349531412703922,0.0,0.0,0.0,0.5035687041775804,0.20327967374792924,0.19796968705401596
C0p3-sample0p35-cap3000,2028,2,fold_train_zscore,True,False,0.630915404040404,0.6295780608280608,0.32957837141937557,0.0,0.0,0.0,0.502382589062376,0.22147340473759405,0.21570134901397114
C0p3-sample0p35-cap3000,2028,3,fold_train_zscore,True,False,0.6634221256598879,0.6647462799546133,0.3606533362630923,0.0,0.0,0.0,0.5172074223588434,0.21091586778254406,0.2068919445701765
C0p3-sample0p35-cap3000,2029,1,fold_train_zscore,True,False,0.7199800779651525,0.7194634697313268,0.42412356820548425,0.0,0.0,0.0,0.49156532329396024,0.20135554013586324,0.19611786495357894
C0p3-sample0p35-cap3000,2029,2,fold_train_zscore,True,False,0.6088724296536796,0.6081111943611943,0.3471730501019204,0.0,0.0,0.0,0.5259712418139041,0.2130158661600795,0.20885623479970983
C0p3-sample0p35-cap3000,2029,3,fold_train_zscore,True,False,0.6886174625685115,0.6900620598537266,0.3606167142752509,0.0,0.0,0.0,0.477267234724075,0.2212992909628366,0.2169839170328076
C0p3-sample0p35-cap3000,2030,1,fold_train_zscore,True,False,0.7303007688828583,0.7327201006665292,0.4191947240541478,0.0,0.0,0.0,0.5025682577660229,0.19375751057277085,0.1878226238184566
C0p3-sample0p35-cap3000,2030,2,fold_train_zscore,True,False,0.6166688086219336,0.61753108003108,0.335228695061331,0.0,0.0,0.0,0.5133105430945601,0.21921666422348862,0.21113313576527054
C0p3-sample0p35-cap3000,2030,3,fold_train_zscore,True,False,0.6573194288229254,0.6600025745859079,0.35838277301691934,0.0,0.0,0.0,0.4897777475134413,0.21411823002020652,0.21167901563631877
C0p3-sample0p35-cap3000,0,0,raw_sigmoid,True,False,0.6679187710470293,0.6682603549815852,0.3762872381353522,0.0,0.0,0.0,0.4963091542439336,0.42557149965465974,0.4107073110798669
C0p3-sample0p35-cap3000,2026,1,raw_sigmoid,True,False,0.7075219142383321,0.7063942357245928,0.42037486983686223,0.0,0.0,0.0,0.4823278077465632,0.43678614467980975,0.42010701089866154
C0p3-sample0p35-cap3000,2026,2,raw_sigmoid,True,False,0.6068454635642136,0.605826812076812,0.3278618174015664,0.0,0.0,0.0,0.467701521987877,0.4369651361551922,0.42212440847520355
C0p3-sample0p35-cap3000,2026,3,raw_sigmoid,True,False,0.6761234297947585,0.6767448716407051,0.3738372518860324,0.0,0.0,0.0,0.5232578246843667,0.41612570502830637,0.40232092869670355
C0p3-sample0p35-cap3000,2027,1,raw_sigmoid,True,False,0.7307001787598801,0.7307081658420944,0.43134328358208956,0.0,0.0,0.0,0.49751296190986316,0.4393894955662145,0.4204173688546178
C0p3-sample0p35-cap3000,2027,2,raw_sigmoid,True,False,0.6050869182900434,0.6018482443482444,0.3207452705360655,0.0,0.0,0.0,0.5140809481012735,0.42594158740778715,0.40469581011365485
C0p3-sample0p35-cap3000,2027,3,raw_sigmoid,True,False,0.6521389934851474,0.6566173178673179,0.4002417051197539,0.0,0.0,0.0,0.5012116857792493,0.41638538449441437,0.4059425523603145
C0p3-sample0p35-cap3000,2028,1,raw_sigmoid,True,False,0.7242681613577137,0.7235508572115714,0.4349531412703922,0.0,0.0,0.0,0.4852620416574222,0.4259721138093115,0.4134048781162056
C0p3-sample0p35-cap3000,2028,2,raw_sigmoid,True,False,0.630915404040404,0.6295780608280608,0.32957837141937557,0.0,0.0,0.0,0.4864330709890553,0.4380613002787561,0.4227683639027943
C0p3-sample0p35-cap3000,2028,3,raw_sigmoid,True,False,0.6634221256598879,0.6647462799546133,0.3606533362630923,0.0,0.0,0.0,0.5411264371150767,0.3928265206354459,0.38127304573774345
C0p3-sample0p35-cap3000,2029,1,raw_sigmoid,True,False,0.7199800779651525,0.7194634697313268,0.42412356820548425,0.0,0.0,0.0,0.4625331683597445,0.43055760925024233,0.41078651459042326
C0p3-sample0p35-cap3000,2029,2,raw_sigmoid,True,False,0.6088724296536796,0.6081111943611943,0.3471730501019204,0.0,0.0,0.0,0.5422742801168291,0.42405840368986103,0.40778422527794306
C0p3-sample0p35-cap3000,2029,3,raw_sigmoid,True,False,0.6886174625685115,0.6900620598537266,0.3606167142752509,0.0,0.0,0.0,0.45268959447729457,0.42230273220365505,0.4130359535054497
C0p3-sample0p35-cap3000,2030,1,raw_sigmoid,True,False,0.7303007688828583,0.7327201006665292,0.4191947240541478,0.0,0.0,0.0,0.48761431921182646,0.43206232943453166,0.41784003574983014
C0p3-sample0p35-cap3000,2030,2,raw_sigmoid,True,False,0.6166688086219336,0.61753108003108,0.335228695061331,0.0,0.0,0.0,0.5159471177354695,0.430845286016452,0.41042995781608976
C0p3-sample0p35-cap3000,2030,3,raw_sigmoid,True,False,0.6573194288229254,0.6600025745859079,0.35838277301691934,0.0,0.0,0.0,0.48466453378709295,0.4152927461699166,0.40767861210236805
C0p3-sample0p35-cap3000,0,0,user_train_center,True,False,0.6679187710470293,0.6682603549815852,0.46090973366963633,0.0,0.0,0.08462249553428412,0.5063393600464332,0.34289912376561904,0.3143231598958024
C0p3-sample0p35-cap3000,2026,1,user_train_center,True,False,0.7075219142383321,0.7063942357245928,0.5280458174245054,0.0,0.0,0.10767094758764317,0.46854163309838215,0.3356813713298003,0.2927256544201129
C0p3-sample0p35-cap3000,2026,2,user_train_center,True,False,0.6068454635642136,0.605826812076812,0.43106962772234736,0.0,0.0,0.10320781032078097,0.5054393785016454,0.35276000475541724,0.32333174574155193
C0p3-sample0p35-cap3000,2026,3,user_train_center,True,False,0.6761234297947585,0.6767448716407051,0.4151468541712444,0.0,0.0,0.04130960228521202,0.4801869695743491,0.3236367940094208,0.30327393403134073
C0p3-sample0p35-cap3000,2027,1,user_train_center,True,False,0.7307001787598801,0.7307081658420944,0.5223880597014925,0.0,0.0,0.09104477611940293,0.4964237879867417,0.3477349960434014,0.3092382194276586
C0p3-sample0p35-cap3000,2027,2,user_train_center,True,False,0.6050869182900434,0.6018482443482444,0.43214247398347816,0.0,0.0,0.11139720344741266,0.5619452774864825,0.3756953207505105,0.3522857775828751
C0p3-sample0p35-cap3000,2027,3,user_train_center,True,False,0.6521389934851474,0.6566173178673179,0.46293854830440195,0.0,0.0,0.06269684318464808,0.5366187510789249,0.34751735815074264,0.3266931287862131
C0p3-sample0p35-cap3000,2028,1,user_train_center,True,False,0.7242681613577137,0.7235508572115714,0.5110031239153072,0.0,0.0,0.07604998264491503,0.4847972640249261,0.34528074209925,0.30883009606412615
C0p3-sample0p35-cap3000,2028,2,user_train_center,True,False,0.630915404040404,0.6295780608280608,0.4215928190823588,0.0,0.0,0.09201444766298322,0.5152395797167741,0.35513825248647024,0.3299314737199435
C0p3-sample0p35-cap3000,2028,3,user_train_center,True,False,0.6634221256598879,0.6647462799546133,0.42192192192192185,0.0,0.0,0.06126858565882953,0.5619037275972486,0.3284031349257015,0.30736406432826785
C0p3-sample0p35-cap3000,2029,1,user_train_center,True,False,0.7199800779651525,0.7194634697313268,0.5178410274210344,0.0,0.0,0.09371745921555019,0.46245177266929904,0.33689103301821194,0.29269357028763937
C0p3-sample0p35-cap3000,2029,2,user_train_center,True,False,0.6088724296536796,0.6081111943611943,0.46225369237921543,0.0,0.0,0.11508064227729503,0.6002428148367361,0.35866540223516397,0.33089889014677965
C0p3-sample0p35-cap3000,2029,3,user_train_center,True,False,0.6886174625685115,0.6900620598537266,0.4071998828096389,0.0,0.0,0.04658316853438804,0.4301231951078901,0.32272084866068496,0.31050042384945375
C0p3-sample0p35-cap3000,2030,1,user_train_center,True,False,0.7303007688828583,0.7327201006665292,0.5308573412009719,0.0,0.0,0.11166261714682413,0.47140349882393034,0.33157334709158076,0.2936330448606789
C0p3-sample0p35-cap3000,2030,2,user_train_center,True,False,0.6166688086219336,0.61753108003108,0.4284947966956335,0.0,0.0,0.09326610163430249,0.5540857080871233,0.3645973433601986,0.3338226184766594
C0p3-sample0p35-cap3000,2030,3,user_train_center,True,False,0.6573194288229254,0.6600025745859079,0.4207500183109939,0.0,0.0,0.06236724529407456,0.4656870421060445,0.31719090756773044,0.2996247567137349
C0p3-sample0p35-cap3000,0,0,user_train_zscore,True,False,0.6679187710470293,0.6682603549815852,0.4570599557426142,0.0,0.0,0.08077271760726203,0.5060140466739158,0.24644759036916158,0.22405715379542085
C0p3-sample0p35-cap3000,2026,1,user_train_zscore,True,False,0.7075219142383321,0.7063942357245928,0.5320721971537661,0.0,0.0,0.11169732731690385,0.4835756788417179,0.241916736315085,0.20467487425282463
C0p3-sample0p35-cap3000,2026,2,user_train_zscore,True,False,0.6068454635642136,0.605826812076812,0.42066301898937875,0.0,0.0,0.09280120158781235,0.4952046419108324,0.25103379215885013,0.23091958839144877
C0p3-sample0p35-cap3000,2026,3,user_train_zscore,True,False,0.6761234297947585,0.6767448716407051,0.4129495349007544,0.0,0.0,0.03911228301472203,0.4911874095727026,0.23332386594443086,0.21890559270371662
C0p3-sample0p35-cap3000,2027,1,user_train_zscore,True,False,0.7307001787598801,0.7307081658420944,0.5203401596667823,0.0,0.0,0.0889968760846927,0.5055197281071746,0.24777872867736528,0.21375745760908196
C0p3-sample0p35-cap3000,2027,2,user_train_zscore,True,False,0.6050869182900434,0.6018482443482444,0.42073454207345423,0.0,0.0,0.09998927153738874,0.5445961799402587,0.27842588039688737,0.2585446660907469
C0p3-sample0p35-cap3000,2027,3,user_train_zscore,True,False,0.6521389934851474,0.6566173178673179,0.45224492785468395,0.0,0.0,0.05200322273493008,0.5209832090322173,0.23998533107698541,0.22692782689562777
C0p3-sample0p35-cap3000,2028,1,user_train_zscore,True,False,0.7242681613577137,0.7235508572115714,0.5195765359250261,0.0,0.0,0.08462339465463387,0.4992648128611685,0.24701390693974992,0.21403852687916636
C0p3-sample0p35-cap3000,2028,2,user_train_zscore,True,False,0.630915404040404,0.6295780608280608,0.4142259414225941,0.0,0.0,0.08464757000321854,0.5083095384271205,0.2547009699932954,0.23722809311190818
C0p3-sample0p35-cap3000,2028,3,user_train_zscore,True,False,0.6634221256598879,0.6647462799546133,0.4149271222441954,0.0,0.0,0.054273785981103106,0.5411853838513587,0.23697690432956056,0.2238228938475406
C0p3-sample0p35-cap3000,2029,1,user_train_zscore,True,False,0.7199800779651525,0.7194634697313268,0.5128427629295383,0.0,0.0,0.0887191947240541,0.480518619868692,0.23819432329523715,0.20247214720494972
C0p3-sample0p35-cap3000,2029,2,user_train_zscore,True,False,0.6088724296536796,0.6081111943611943,0.46093051532382073,0.0,0.0,0.11375746522190033,0.5679540661257149,0.26648438983780753,0.2464969843486217
C0p3-sample0p35-cap3000,2029,3,user_train_zscore,True,False,0.6886174625685115,0.6900620598537266,0.41071559364242294,0.0,0.0,0.050098879367172056,0.4518517360238219,0.23467670624241105,0.22464529891147064
C0p3-sample0p35-cap3000,2030,1,user_train_zscore,True,False,0.7303007688828583,0.7327201006665292,0.5273169038528289,0.0,0.0,0.1081221797986811,0.49094321555742326,0.24276729140066583,0.2079648955858874
C0p3-sample0p35-cap3000,2030,2,user_train_zscore,True,False,0.6166688086219336,0.61753108003108,0.41912527268175803,0.0,0.0,0.08389657762042702,0.5326359229093864,0.2648397297532399,0.24316876080161443
C0p3-sample0p35-cap3000,2030,3,user_train_zscore,True,False,0.6573194288229254,0.6600025745859079,0.4172343074782099,0.0,0.0,0.058851534461290544,0.47648055707914694,0.21859529917585202,0.20728970029670699
