fold,split,user_id,session_id,event_count,positive_count,negative_count,like_rate,possible_pair_count,valid_pair_context,session_position_min,session_position_max
2,dev,4,5,4,4,0,1.0,0,False,1,4
2,dev,5,5,2,0,2,0.0,0,False,10,11
2,dev,5,6,11,4,7,0.36363636363636365,28,True,1,11
2,dev,6,2,4,0,4,0.0,0,False,5,8
2,dev,7,4,8,2,6,0.25,12,True,34,41
2,dev,7,5,5,0,5,0.0,0,False,1,5
2,dev,8,4,13,4,9,0.3076923076923077,36,True,6,18
2,dev,9,4,11,3,8,0.2727272727272727,24,True,7,17
2,dev,10,3,11,10,1,0.9090909090909091,10,True,11,21
2,dev,10,4,1,1,0,1.0,0,False,1,1
2,dev,11,5,13,10,3,0.7692307692307693,30,True,11,23
2,dev,12,4,12,3,9,0.25,27,True,4,15
2,dev,13,4,14,4,10,0.2857142857142857,40,True,1,14
2,dev,14,5,12,3,9,0.25,27,True,6,17
2,dev,15,4,1,1,0,1.0,0,False,25,25
2,dev,15,5,14,6,8,0.42857142857142855,48,True,1,14
2,dev,16,3,8,7,1,0.875,7,True,6,13
2,dev,16,4,3,3,0,1.0,0,False,1,3
2,dev,17,4,9,2,7,0.2222222222222222,14,True,16,24
2,dev,17,5,4,2,2,0.5,4,True,1,4
2,dev,18,5,14,2,12,0.14285714285714285,24,True,16,29
2,dev,19,4,8,2,6,0.25,12,True,14,21
2,dev,19,5,3,0,3,0.0,0,False,1,3
2,dev,20,5,12,1,11,0.08333333333333333,11,True,2,13
2,dev,21,3,4,1,3,0.25,3,True,22,25
2,dev,21,4,10,3,7,0.3,21,True,1,10
2,dev,22,4,10,2,8,0.2,16,True,18,27
2,dev,23,3,9,1,8,0.1111111111111111,8,True,7,15
2,dev,24,3,9,0,9,0.0,0,False,2,10
2,dev,25,2,3,0,3,0.0,0,False,19,21
2,dev,25,3,7,0,7,0.0,0,False,1,7
2,dev,26,3,13,0,13,0.0,0,False,17,29
2,dev,27,4,10,3,7,0.3,21,True,1,10
2,dev,28,4,14,2,12,0.14285714285714285,24,True,11,24
2,dev,29,4,4,1,3,0.25,3,True,7,10
2,dev,29,5,5,2,3,0.4,6,True,1,5
2,train,0,1,43,9,34,0.20930232558139536,306,True,1,43
2,train,0,2,45,6,39,0.13333333333333333,234,True,1,45
2,train,1,1,22,3,19,0.13636363636363635,57,True,1,22
2,train,1,2,17,10,7,0.5882352941176471,70,True,1,17
2,train,1,3,13,7,6,0.5384615384615384,42,True,1,13
2,train,1,4,13,4,9,0.3076923076923077,36,True,1,13
2,train,2,1,42,5,37,0.11904761904761904,185,True,1,42
2,train,2,2,25,7,18,0.28,126,True,1,25
2,train,2,3,14,3,11,0.21428571428571427,33,True,1,14
2,train,2,4,4,2,2,0.5,4,True,1,4
2,train,3,1,20,7,13,0.35,91,True,1,20
2,train,3,2,21,9,12,0.42857142857142855,108,True,1,21
2,train,3,3,18,10,8,0.5555555555555556,80,True,1,18
2,train,3,4,8,8,0,1.0,0,False,1,8
2,train,4,1,23,3,20,0.13043478260869565,60,True,1,23
2,train,4,2,23,12,11,0.5217391304347826,132,True,1,23
2,train,4,3,28,15,13,0.5357142857142857,195,True,1,28
2,train,4,4,14,10,4,0.7142857142857143,40,True,1,14
2,train,5,1,26,12,14,0.46153846153846156,168,True,1,26
2,train,5,2,13,8,5,0.6153846153846154,40,True,1,13
2,train,5,3,6,4,2,0.6666666666666666,8,True,1,6
2,train,5,4,23,6,17,0.2608695652173913,102,True,1,23
2,train,5,5,9,4,5,0.4444444444444444,20,True,1,9
2,train,6,1,21,3,18,0.14285714285714285,54,True,1,21
2,train,6,2,4,0,4,0.0,0,False,1,4
2,train,7,1,15,2,13,0.13333333333333333,26,True,1,15
2,train,7,2,17,3,14,0.17647058823529413,42,True,1,17
2,train,7,3,13,2,11,0.15384615384615385,22,True,1,13
2,train,7,4,33,9,24,0.2727272727272727,216,True,1,33
2,train,8,1,20,7,13,0.35,91,True,1,20
2,train,8,2,23,9,14,0.391304347826087,126,True,1,23
2,train,8,3,30,17,13,0.5666666666666667,221,True,1,30
2,train,8,4,5,1,4,0.2,4,True,1,5
2,train,9,1,26,13,13,0.5,169,True,1,26
2,train,9,2,16,13,3,0.8125,39,True,1,16
2,train,9,3,17,10,7,0.5882352941176471,70,True,1,17
2,train,9,4,6,2,4,0.3333333333333333,8,True,1,6
2,train,10,1,28,16,12,0.5714285714285714,192,True,1,28
2,train,10,2,33,23,10,0.696969696969697,230,True,1,33
2,train,10,3,10,8,2,0.8,16,True,1,10
2,train,11,1,13,3,10,0.23076923076923078,30,True,1,13
2,train,11,2,16,8,8,0.5,64,True,1,16
2,train,11,3,20,7,13,0.35,91,True,1,20
2,train,11,4,20,12,8,0.6,96,True,1,20
2,train,11,5,10,9,1,0.9,9,True,1,10
2,train,12,1,22,4,18,0.18181818181818182,72,True,1,22
2,train,12,2,23,6,17,0.2608695652173913,102,True,1,23
2,train,12,3,25,7,18,0.28,126,True,1,25
2,train,12,4,3,2,1,0.6666666666666666,2,True,1,3
2,train,13,1,29,4,25,0.13793103448275862,100,True,1,29
2,train,13,2,25,7,18,0.28,126,True,1,25
2,train,13,3,28,10,18,0.35714285714285715,180,True,1,28
2,train,14,1,15,4,11,0.26666666666666666,44,True,1,15
2,train,14,2,17,5,12,0.29411764705882354,60,True,1,17
2,train,14,3,19,10,9,0.5263157894736842,90,True,1,19
2,train,14,4,14,3,11,0.21428571428571427,33,True,1,14
2,train,14,5,5,4,1,0.8,4,True,1,5
2,train,15,1,19,0,19,0.0,0,False,1,19
2,train,15,2,23,2,21,0.08695652173913043,42,True,1,23
2,train,15,3,25,7,18,0.28,126,True,1,25
2,train,15,4,24,11,13,0.4583333333333333,143,True,1,24
2,train,16,1,40,14,26,0.35,364,True,1,40
2,train,16,2,18,3,15,0.16666666666666666,45,True,1,18
2,train,16,3,5,4,1,0.8,4,True,1,5
2,train,17,1,21,0,21,0.0,0,False,1,21
2,train,17,2,20,4,16,0.2,64,True,1,20
2,train,17,3,26,4,22,0.15384615384615385,88,True,1,26
2,train,17,4,15,4,11,0.26666666666666666,44,True,1,15
2,train,18,1,10,0,10,0.0,0,False,1,10
2,train,18,2,21,2,19,0.09523809523809523,38,True,1,21
2,train,18,3,18,0,18,0.0,0,False,1,18
2,train,18,4,16,2,14,0.125,28,True,1,16
2,train,18,5,15,7,8,0.4666666666666667,56,True,1,15
2,train,19,1,13,1,12,0.07692307692307693,12,True,1,13
2,train,19,2,16,4,12,0.25,48,True,1,16
2,train,19,3,23,3,20,0.13043478260869565,60,True,1,23
2,train,19,4,13,3,10,0.23076923076923078,30,True,1,13
2,train,20,1,17,6,11,0.35294117647058826,66,True,1,17
2,train,20,2,28,6,22,0.21428571428571427,132,True,1,28
2,train,20,3,15,4,11,0.26666666666666666,44,True,1,15
2,train,20,4,11,1,10,0.09090909090909091,10,True,1,11
2,train,20,5,1,1,0,1.0,0,False,1,1
2,train,21,1,32,12,20,0.375,240,True,1,32
2,train,21,2,30,9,21,0.3,189,True,1,30
2,train,21,3,21,9,12,0.42857142857142855,108,True,1,21
2,train,22,1,16,7,9,0.4375,63,True,1,16
2,train,22,2,15,8,7,0.5333333333333333,56,True,1,15
2,train,22,3,14,7,7,0.5,49,True,1,14
2,train,22,4,17,2,15,0.11764705882352941,30,True,1,17
2,train,23,1,20,5,15,0.25,75,True,1,20
2,train,23,2,28,3,25,0.10714285714285714,75,True,1,28
2,train,23,3,6,0,6,0.0,0,False,1,6
2,train,24,1,40,4,36,0.1,144,True,1,40
2,train,24,2,14,5,9,0.35714285714285715,45,True,1,14
2,train,24,3,1,0,1,0.0,0,False,1,1
2,train,25,1,41,6,35,0.14634146341463414,210,True,1,41
2,train,25,2,18,0,18,0.0,0,False,1,18
2,train,26,1,30,4,26,0.13333333333333333,104,True,1,30
2,train,26,2,29,3,26,0.10344827586206896,78,True,1,29
2,train,26,3,16,1,15,0.0625,15,True,1,16
2,train,27,1,16,7,9,0.4375,63,True,1,16
2,train,27,2,21,14,7,0.6666666666666666,98,True,1,21
2,train,27,3,25,11,14,0.44,154,True,1,25
2,train,28,1,20,12,8,0.6,96,True,1,20
2,train,28,2,31,11,20,0.3548387096774194,220,True,1,31
2,train,28,3,25,6,19,0.24,114,True,1,25
2,train,28,4,10,1,9,0.1,9,True,1,10
2,train,29,1,22,8,14,0.36363636363636365,112,True,1,22
2,train,29,2,13,9,4,0.6923076923076923,36,True,1,13
2,train,29,3,14,14,0,1.0,0,False,1,14
2,train,29,4,6,2,4,0.3333333333333333,8,True,1,6
3,dev,0,3,15,4,11,0.26666666666666666,44,True,7,21
3,dev,1,4,1,0,1,0.0,0,False,25,25
3,dev,1,5,10,5,5,0.5,25,True,1,10
3,dev,2,4,14,4,10,0.2857142857142857,40,True,19,32
3,dev,3,4,11,9,2,0.8181818181818182,18,True,20,30
3,dev,4,5,15,10,5,0.6666666666666666,50,True,5,19
3,dev,5,6,6,5,1,0.8333333333333334,5,True,12,17
3,dev,5,7,7,3,4,0.42857142857142855,12,True,1,7
3,dev,6,2,4,3,1,0.75,3,True,9,12
3,dev,7,5,13,0,13,0.0,0,False,6,18
3,dev,8,4,5,1,4,0.2,4,True,19,23
3,dev,8,5,8,2,6,0.25,12,True,1,8
3,dev,9,4,2,1,1,0.5,1,True,18,19
3,dev,9,5,9,3,6,0.3333333333333333,18,True,1,9
3,dev,10,4,12,7,5,0.5833333333333334,35,True,2,13
3,dev,11,5,1,1,0,1.0,0,False,24,24
3,dev,11,6,12,7,5,0.5833333333333334,35,True,1,12
3,dev,12,4,12,3,9,0.25,27,True,16,27
3,dev,13,4,14,1,13,0.07142857142857142,13,True,15,28
3,dev,14,6,12,6,6,0.5,36,True,1,12
3,dev,15,5,11,4,7,0.36363636363636365,28,True,15,25
3,dev,15,6,4,2,2,0.5,4,True,1,4
3,dev,16,4,11,7,4,0.6363636363636364,28,True,4,14
3,dev,17,5,14,5,9,0.35714285714285715,45,True,5,18
3,dev,18,5,4,0,4,0.0,0,False,30,33
3,dev,18,6,9,0,9,0.0,0,False,1,9
3,dev,19,5,11,2,9,0.18181818181818182,18,True,4,14
3,dev,20,5,12,2,10,0.16666666666666666,20,True,14,25
3,dev,21,4,14,2,12,0.14285714285714285,24,True,11,24
3,dev,22,4,10,2,8,0.2,16,True,28,37
3,dev,23,3,3,0,3,0.0,0,False,16,18
3,dev,23,4,6,0,6,0.0,0,False,1,6
3,dev,24,3,9,0,9,0.0,0,False,11,19
3,dev,25,3,1,0,1,0.0,0,False,8,8
3,dev,25,4,9,2,7,0.2222222222222222,14,True,1,9
3,dev,26,3,13,0,13,0.0,0,False,30,42
3,dev,27,4,10,5,5,0.5,25,True,11,20
3,dev,28,4,14,0,14,0.0,0,False,25,38
3,dev,29,5,9,3,6,0.3333333333333333,18,True,6,14
3,train,0,1,43,9,34,0.20930232558139536,306,True,1,43
3,train,0,2,53,8,45,0.1509433962264151,360,True,1,53
3,train,0,3,6,4,2,0.6666666666666666,8,True,1,6
3,train,1,1,22,3,19,0.13636363636363635,57,True,1,22
3,train,1,2,17,10,7,0.5882352941176471,70,True,1,17
3,train,1,3,13,7,6,0.5384615384615384,42,True,1,13
3,train,1,4,24,10,14,0.4166666666666667,140,True,1,24
3,train,2,1,42,5,37,0.11904761904761904,185,True,1,42
3,train,2,2,25,7,18,0.28,126,True,1,25
3,train,2,3,14,3,11,0.21428571428571427,33,True,1,14
3,train,2,4,18,4,14,0.2222222222222222,56,True,1,18
3,train,3,1,20,7,13,0.35,91,True,1,20
3,train,3,2,21,9,12,0.42857142857142855,108,True,1,21
3,train,3,3,18,10,8,0.5555555555555556,80,True,1,18
3,train,3,4,19,16,3,0.8421052631578947,48,True,1,19
3,train,4,1,23,3,20,0.13043478260869565,60,True,1,23
3,train,4,2,23,12,11,0.5217391304347826,132,True,1,23
3,train,4,3,28,15,13,0.5357142857142857,195,True,1,28
3,train,4,4,25,16,9,0.64,144,True,1,25
3,train,4,5,4,4,0,1.0,0,False,1,4
3,train,5,1,26,12,14,0.46153846153846156,168,True,1,26
3,train,5,2,13,8,5,0.6153846153846154,40,True,1,13
3,train,5,3,6,4,2,0.6666666666666666,8,True,1,6
3,train,5,4,23,6,17,0.2608695652173913,102,True,1,23
3,train,5,5,11,4,7,0.36363636363636365,28,True,1,11
3,train,5,6,11,4,7,0.36363636363636365,28,True,1,11
3,train,6,1,21,3,18,0.14285714285714285,54,True,1,21
3,train,6,2,8,0,8,0.0,0,False,1,8
3,train,7,1,15,2,13,0.13333333333333333,26,True,1,15
3,train,7,2,17,3,14,0.17647058823529413,42,True,1,17
3,train,7,3,13,2,11,0.15384615384615385,22,True,1,13
3,train,7,4,41,11,30,0.2682926829268293,330,True,1,41
3,train,7,5,5,0,5,0.0,0,False,1,5
3,train,8,1,20,7,13,0.35,91,True,1,20
3,train,8,2,23,9,14,0.391304347826087,126,True,1,23
3,train,8,3,30,17,13,0.5666666666666667,221,True,1,30
3,train,8,4,18,5,13,0.2777777777777778,65,True,1,18
3,train,9,1,26,13,13,0.5,169,True,1,26
3,train,9,2,16,13,3,0.8125,39,True,1,16
3,train,9,3,17,10,7,0.5882352941176471,70,True,1,17
3,train,9,4,17,5,12,0.29411764705882354,60,True,1,17
3,train,10,1,28,16,12,0.5714285714285714,192,True,1,28
3,train,10,2,33,23,10,0.696969696969697,230,True,1,33
3,train,10,3,21,18,3,0.8571428571428571,54,True,1,21
3,train,10,4,1,1,0,1.0,0,False,1,1
3,train,11,1,13,3,10,0.23076923076923078,30,True,1,13
3,train,11,2,16,8,8,0.5,64,True,1,16
3,train,11,3,20,7,13,0.35,91,True,1,20
3,train,11,4,20,12,8,0.6,96,True,1,20
3,train,11,5,23,19,4,0.8260869565217391,76,True,1,23
3,train,12,1,22,4,18,0.18181818181818182,72,True,1,22
3,train,12,2,23,6,17,0.2608695652173913,102,True,1,23
3,train,12,3,25,7,18,0.28,126,True,1,25
3,train,12,4,15,5,10,0.3333333333333333,50,True,1,15
3,train,13,1,29,4,25,0.13793103448275862,100,True,1,29
3,train,13,2,25,7,18,0.28,126,True,1,25
3,train,13,3,28,10,18,0.35714285714285715,180,True,1,28
3,train,13,4,14,4,10,0.2857142857142857,40,True,1,14
3,train,14,1,15,4,11,0.26666666666666666,44,True,1,15
3,train,14,2,17,5,12,0.29411764705882354,60,True,1,17
3,train,14,3,19,10,9,0.5263157894736842,90,True,1,19
3,train,14,4,14,3,11,0.21428571428571427,33,True,1,14
3,train,14,5,17,7,10,0.4117647058823529,70,True,1,17
3,train,15,1,19,0,19,0.0,0,False,1,19
3,train,15,2,23,2,21,0.08695652173913043,42,True,1,23
3,train,15,3,25,7,18,0.28,126,True,1,25
3,train,15,4,25,12,13,0.48,156,True,1,25
3,train,15,5,14,6,8,0.42857142857142855,48,True,1,14
3,train,16,1,40,14,26,0.35,364,True,1,40
3,train,16,2,18,3,15,0.16666666666666666,45,True,1,18
3,train,16,3,13,11,2,0.8461538461538461,22,True,1,13
3,train,16,4,3,3,0,1.0,0,False,1,3
3,train,17,1,21,0,21,0.0,0,False,1,21
3,train,17,2,20,4,16,0.2,64,True,1,20
3,train,17,3,26,4,22,0.15384615384615385,88,True,1,26
3,train,17,4,24,6,18,0.25,108,True,1,24
3,train,17,5,4,2,2,0.5,4,True,1,4
3,train,18,1,10,0,10,0.0,0,False,1,10
3,train,18,2,21,2,19,0.09523809523809523,38,True,1,21
3,train,18,3,18,0,18,0.0,0,False,1,18
3,train,18,4,16,2,14,0.125,28,True,1,16
3,train,18,5,29,9,20,0.3103448275862069,180,True,1,29
3,train,19,1,13,1,12,0.07692307692307693,12,True,1,13
3,train,19,2,16,4,12,0.25,48,True,1,16
3,train,19,3,23,3,20,0.13043478260869565,60,True,1,23
3,train,19,4,21,5,16,0.23809523809523808,80,True,1,21
3,train,19,5,3,0,3,0.0,0,False,1,3
3,train,20,1,17,6,11,0.35294117647058826,66,True,1,17
3,train,20,2,28,6,22,0.21428571428571427,132,True,1,28
3,train,20,3,15,4,11,0.26666666666666666,44,True,1,15
3,train,20,4,11,1,10,0.09090909090909091,10,True,1,11
3,train,20,5,13,2,11,0.15384615384615385,22,True,1,13
3,train,21,1,32,12,20,0.375,240,True,1,32
3,train,21,2,30,9,21,0.3,189,True,1,30
3,train,21,3,25,10,15,0.4,150,True,1,25
3,train,21,4,10,3,7,0.3,21,True,1,10
3,train,22,1,16,7,9,0.4375,63,True,1,16
3,train,22,2,15,8,7,0.5333333333333333,56,True,1,15
3,train,22,3,14,7,7,0.5,49,True,1,14
3,train,22,4,27,4,23,0.14814814814814814,92,True,1,27
3,train,23,1,20,5,15,0.25,75,True,1,20
3,train,23,2,28,3,25,0.10714285714285714,75,True,1,28
3,train,23,3,15,1,14,0.06666666666666667,14,True,1,15
3,train,24,1,40,4,36,0.1,144,True,1,40
3,train,24,2,14,5,9,0.35714285714285715,45,True,1,14
3,train,24,3,10,0,10,0.0,0,False,1,10
3,train,25,1,41,6,35,0.14634146341463414,210,True,1,41
3,train,25,2,21,0,21,0.0,0,False,1,21
3,train,25,3,7,0,7,0.0,0,False,1,7
3,train,26,1,30,4,26,0.13333333333333333,104,True,1,30
3,train,26,2,29,3,26,0.10344827586206896,78,True,1,29
3,train,26,3,29,1,28,0.034482758620689655,28,True,1,29
3,train,27,1,16,7,9,0.4375,63,True,1,16
3,train,27,2,21,14,7,0.6666666666666666,98,True,1,21
3,train,27,3,25,11,14,0.44,154,True,1,25
3,train,27,4,10,3,7,0.3,21,True,1,10
3,train,28,1,20,12,8,0.6,96,True,1,20
3,train,28,2,31,11,20,0.3548387096774194,220,True,1,31
3,train,28,3,25,6,19,0.24,114,True,1,25
3,train,28,4,24,3,21,0.125,63,True,1,24
3,train,29,1,22,8,14,0.36363636363636365,112,True,1,22
3,train,29,2,13,9,4,0.6923076923076923,36,True,1,13
3,train,29,3,14,14,0,1.0,0,False,1,14
3,train,29,4,10,3,7,0.3,21,True,1,10
3,train,29,5,5,2,3,0.4,6,True,1,5
