fold,event_id,user_id,session_id,item_id,label,history_count,session_position,eeg_score,stage1_base_prediction,base_logit,base_session_rank,eeg_session_rank,base_session_z,eeg_session_z,seed,candidate,uses_eeg,control_type
1,evt_000083,0,2,85,1,83.0,41,-1.6780561374978478,0.2497425079345702,-1.0999860515437647,0.125,-0.0625,-0.08309075496101795,-0.43267619678882563,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000084,0,2,86,0,84.0,42,-0.06860334071365504,0.4091543058554331,-0.3674625296751553,0.4375,0.4375,2.1352599341486425,2.38854527469848,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000085,0,2,87,0,85.0,43,-1.8325202145769262,0.2248035619656244,-1.2378895027302859,-0.1875,-0.1875,-0.500713134089331,-0.7034373969306887,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000086,0,2,88,0,86.0,44,-1.1594719986891313,0.3791084388891856,-0.4933341642968453,0.375,0.3125,1.7540743215827845,0.4763536984048509,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000087,0,2,89,1,87.0,45,-1.8790505197561878,0.2100330690542856,-1.324726095015366,-0.3125,-0.375,-0.7636862790938057,-0.7850007060932076,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000200,1,4,204,0,54.0,3,-2.3926270613551166,0.2832400997479756,-0.9284459704159094,0.16666666666666663,0.0,0.11957846924137294,-0.6062512333742157,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000201,1,4,205,0,55.0,4,-2.433690761019843,0.2669156392415364,-1.0103281343975794,0.08333333333333337,-0.08333333333333331,-0.08224326993017275,-0.6403161488075545,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000202,1,4,206,0,56.0,5,-2.2700235630860632,0.2413929154475529,-1.145058007734525,0.0,0.08333333333333337,-0.4143231275327567,-0.5045439387449795,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000203,1,4,207,1,57.0,6,-1.0968462658920517,0.2346599946419397,-1.1821825513735056,-0.08333333333333331,0.16666666666666663,-0.5058270595104983,0.468680240847295,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000204,1,4,208,0,58.0,7,-0.3589541844306672,0.2838012774785359,-0.925683407823456,0.25,0.25,0.1263875856577881,1.0808080218105944,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000205,1,4,209,1,59.0,8,0.5183630941958611,0.4450692137082417,-0.2206135900906335,0.33333333333333337,0.41666666666666663,1.8642314570539764,1.808597752122969,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000206,1,4,210,0,60.0,9,-2.564244918887088,0.2324751118818918,-1.1943877328227104,-0.16666666666666669,-0.25,-0.535910179291434,-0.7486190144414245,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000207,1,4,211,0,61.0,10,-2.5354326211837908,0.2091118246316909,-1.3302874315946742,-0.33333333333333337,-0.16666666666666669,-0.870873402358997,-0.7247174056551587,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000208,1,4,212,0,62.0,11,-2.8151842951392774,0.1906087746222813,-1.4460593644822264,-0.4166666666666667,-0.4166666666666667,-1.1562260567886937,-0.9567889723536314,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000209,1,4,213,1,63.0,12,0.30308660761256967,0.466047724088033,-0.13601842292704747,0.41666666666666663,0.33333333333333337,2.0727401594654626,1.6300123988761581,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000210,1,4,214,1,64.0,13,-2.634453816473367,0.2266185830036799,-1.2275039980185516,-0.25,-0.33333333333333337,-0.6175345760060467,-0.8068617002800548,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000366,2,3,323,0,71.0,5,-1.8075093774339406,0.6192393898963928,0.48632107671301583,0.40909090909090906,0.13636363636363635,2.3851693799933544,1.008135679814563,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000281,2,3,287,0,72.0,6,-3.1271869625761455,0.1901524364948272,-1.4490199889192235,-0.40909090909090906,-0.2272727272727273,-1.2278787713450086,-0.9324858086340261,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000274,2,3,280,1,73.0,7,-1.7057168136126926,0.3362740874290466,-0.6799427181586499,0.13636363636363635,0.2272727272727273,0.2078956565851354,1.157824390860225,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000381,2,3,338,0,74.0,8,-1.6463780140009718,0.4295872847239176,-0.2835352158959524,0.31818181818181823,0.31818181818181823,0.9479406123092635,1.2450836964070728,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000276,2,3,282,0,75.0,9,-1.5732850358961543,0.3391762971878052,-0.6669670685341967,0.2272727272727273,0.40909090909090906,0.23211962812202291,1.3525688924594301,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000324,2,3,165,0,76.0,10,-3.2929209961952264,0.2703108340501785,-0.9930461093392644,-0.13636363636363635,-0.40909090909090906,-0.37663057952474166,-1.1762021758964067,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000360,2,3,171,0,77.0,11,-2.8212050625437994,0.292973130941391,-0.8809877679602441,0.045454545454545414,-0.04545454545454547,-0.16743118291645018,-0.4825311704978384,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000323,2,3,150,0,78.0,12,-3.0037146510005974,0.2223164488871891,-1.2522178824657662,-0.2272727272727273,-0.13636363636363635,-0.860472994901738,-0.7509164436848532,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000358,2,3,166,0,79.0,13,-2.759508577983419,0.2872668802738189,-0.908695364111641,-0.04545454545454547,0.045454545454545414,-0.2191579203016927,-0.3918048256333018,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000333,2,3,164,0,80.0,14,-3.1932764856881155,0.2167111734549204,-1.2849360306070507,-0.3181818181818182,-0.3181818181818182,-0.9215538280201452,-1.0296722351948655,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000394,2,4,351,0,81.0,1,0.16630536056264456,0.4716855585575104,-0.11337906539592447,0.09999999999999998,0.30000000000000004,0.7099255662414243,0.9794946009271034,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000363,2,4,320,1,82.0,2,-0.16074621791115673,0.5014330943425497,0.005732393067508008,0.30000000000000004,0.09999999999999998,0.8948882132309905,0.7944404107636946,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000359,2,4,211,0,83.0,3,-4.274998151988777,0.164171998699506,-1.6275082010416866,-0.3,-0.3,-1.6412951846911348,-1.533509092925863,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000387,2,4,344,1,84.0,4,-1.989695166772359,0.3665466010570526,-0.5470607709654924,-0.09999999999999998,-0.09999999999999998,0.036481405218720044,-0.2404259187649353,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000452,3,3,361,0,56.0,16,0.9821453691111945,0.2278754512468973,-1.2203466563582321,-0.25,-0.25,-1.2291991961850102,-1.2629618475128368,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000453,3,3,362,0,57.0,17,1.4041732075433546,0.3010170757770538,-0.8424593197737155,0.0,0.25,0.008957788048323638,1.182566696386434,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000454,3,3,363,1,58.0,18,1.2139701220026435,0.3839599390824635,-0.4727737735365645,0.25,0.0,1.220241408136688,0.0803951511264053,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000455,3,4,364,1,59.0,1,1.3341826064545619,0.3063090244928996,-0.81743210476463,-0.2777777777777778,0.2777777777777778,-1.3948683723540733,1.0667065608432462,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000456,3,4,365,1,60.0,2,1.5421154446327,0.3945504128932953,-0.428224379780946,0.38888888888888884,0.38888888888888884,1.1235125287622427,1.469807489618796,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000457,3,4,366,1,61.0,3,0.7531297050889179,0.3749367992083232,-0.5110952895684283,0.16666666666666663,0.05555555555555558,0.58729368450452,-0.05972910107734959,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000458,3,4,368,1,62.0,4,1.3118260049043813,0.3932011127471924,-0.4338761954304517,0.2777777777777778,0.16666666666666663,1.0869422767485086,1.0233658027018022,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000459,3,4,369,1,63.0,5,0.5210875709627381,0.2959566513697306,-0.8666269334970408,-0.3888888888888889,-0.05555555555555558,-1.713185068454042,-0.5095685809828289,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000460,3,4,370,1,64.0,6,0.36304743812722284,0.3567915757497151,-0.5893170253228578,-0.05555555555555558,-0.2777777777777778,0.08115746795234191,-0.8159469524223116,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000461,3,4,52,1,65.0,7,0.4422214707917087,0.3717980782190959,-0.5245107398689483,0.05555555555555558,-0.16666666666666669,0.500488588798568,-0.6624592860123626,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000462,3,4,371,1,66.0,8,0.003909421937804858,0.3443892796834309,-0.6437945540997196,-0.16666666666666669,-0.3888888888888889,-0.2713411059580674,-1.512175932668991,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000582,4,4,205,1,74.0,1,-1.973901437023752,0.2344634532928466,-1.1832772299843348,-0.09999999999999998,-0.033333333333333326,-0.3873767457273313,0.03280306492959554,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000583,4,4,435,1,75.0,2,0.8471499343524058,0.5038272639115652,0.01530935465179517,0.3666666666666667,0.43333333333333335,1.8753851974312044,2.244299227794101,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000584,4,4,206,1,76.0,3,-2.990420329116692,0.2013473212718963,-1.3778947729310984,-0.23333333333333334,-0.16666666666666669,-0.754787140016575,-0.7640727566709834,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000585,4,4,204,0,77.0,4,-2.8477429229434565,0.2183003326257069,-1.2755988224465016,-0.16666666666666669,-0.09999999999999998,-0.5616668542876585,-0.6522241957120777,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000586,4,4,436,1,78.0,5,-1.0435490581884257,0.2986753781636556,-0.8536135719362222,0.16666666666666663,0.30000000000000004,0.23498161288900166,0.7621306967417448,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000587,4,4,226,1,79.0,6,-3.1881954175601424,0.1517239784200985,-1.721143141378062,-0.43333333333333335,-0.23333333333333334,-1.4027915104382895,-0.9191138359085862,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000588,4,4,212,0,80.0,7,-3.4318659315539652,0.1612808182835578,-1.6487288859478861,-0.3666666666666667,-0.3,-1.2660836384915104,-1.1101335430178856,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000589,4,4,437,1,81.0,8,-1.0666090028216377,0.2507586032152176,-1.0945704875102396,-0.033333333333333326,0.23333333333333328,-0.2199109626584482,0.7440534013086811,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000590,4,4,438,1,82.0,9,-1.201915161174143,0.3664517601331075,-0.5474692554723597,0.30000000000000004,0.16666666666666663,0.8129387811806963,0.6379833548555627,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000591,4,4,439,1,83.0,10,-1.6462281812948807,0.2760248283545176,-0.9642662790129305,0.033333333333333326,0.09999999999999998,0.02608495269765146,0.2896747245776164,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000592,4,4,211,0,84.0,11,-3.642868280282839,0.180578276515007,-1.512434527544268,-0.3,-0.43333333333333335,-1.0087791673618407,-1.2755438185286334,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000593,4,4,440,1,85.0,12,-1.856168032458807,0.3342847327391307,-0.6888689294478306,0.23333333333333328,0.033333333333333326,0.5459961963495367,0.1250973687760862,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000594,4,4,441,1,86.0,13,-0.6343396083558256,0.5125629901885986,0.050262539698894854,0.43333333333333335,0.3666666666666667,1.9413718670056561,1.082920717545667,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000595,4,4,203,0,87.0,14,-3.5437908301573775,0.290929302573204,-0.8908749446728192,0.09999999999999998,-0.3666666666666667,0.16463741142790078,-1.1978744066908855,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000720,5,4,303,1,65.0,21,0.5758559584159655,0.4025919139385223,-0.39467701271281097,0.25,0.0,1.2684730166840827,0.5242931902898029,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000721,5,4,174,1,66.0,22,0.34660916084839055,0.388556162516276,-0.45338538523503646,-0.25,-0.25,-1.1757456536556612,-1.3996163696715944,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000722,5,4,306,1,67.0,23,0.6176835487165895,0.3947540322939555,-0.42737206571248737,0.0,0.25,-0.09272736302842166,0.8753231793817914,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000723,5,5,527,0,68.0,1,2.293885101523682,0.3545428464810052,-0.599129627673009,-0.4,0.4,-1.7549667428125628,1.2092711041229651,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000724,5,5,528,0,69.0,2,2.1535390018262865,0.4178571403026581,-0.3315762765103752,0.0,0.09999999999999998,-0.06938216700733776,0.7662777925193333,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000725,5,5,529,1,70.0,3,2.0169452992157964,0.4823104838530223,-0.07078760883431968,0.4,0.0,1.5735849416810217,0.3351286776234405,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000726,5,5,530,1,71.0,4,1.8703225347490573,0.4406424860159556,-0.23855497126938655,0.19999999999999996,-0.09999999999999998,0.5166515218032774,-0.12767651701785754,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000727,5,5,531,0,72.0,5,1.4920952417570912,0.4178942441940307,-0.33142374603754937,0.09999999999999998,-0.3,-0.06842122590449508,-1.3215263028163426,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000728,5,5,532,1,73.0,6,2.174717516402309,0.3945747017860412,-0.42812270281659753,-0.3,0.19999999999999996,-0.6776240982846757,0.8331263927091977,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000729,5,5,533,1,74.0,7,1.4352618051208652,0.4055077334245046,-0.3825677630587094,-0.09999999999999998,-0.4,-0.3906282394252692,-1.5009173394007684,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000730,5,5,534,0,75.0,8,2.2054869907390566,0.4785473843415578,-0.08586317585247139,0.30000000000000004,0.30000000000000004,1.4786089560434201,0.9302482319489648,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000731,5,5,535,0,76.0,9,1.5546956996559325,0.3972245156764983,-0.41704314475,-0.2,-0.2,-0.6078229460933763,-1.1239320396889427,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000805,6,2,315,0,21.0,1,-0.7472441212547749,0.162018726269404,-1.6432838310413989,0.30000000000000004,0.30000000000000004,1.3611890699693399,1.6580417273091879,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000806,6,2,256,0,22.0,2,-0.9982689609156881,0.125870774189631,-1.9379724413516244,-0.09999999999999998,-0.09999999999999998,-0.016169366742590407,-0.6260626697915003,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000807,6,2,172,0,23.0,3,-1.0305731629636243,0.0956064524749914,-2.247024293553682,-0.3,-0.3,-1.4606608099776528,-0.9200023852483107,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000808,6,2,313,0,24.0,4,-0.9417705122179318,0.129006544748942,-1.909771325198549,0.09999999999999998,0.09999999999999998,0.1156411067509063,-0.11197667226937284,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000890,7,4,605,0,65.0,21,0.9544089851123561,0.2662886182467143,-1.0135349868521808,-0.2857142857142857,0.2857142857142857,-0.31216182170116874,1.1142405424815727,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000891,7,4,606,0,66.0,22,1.1871645310360697,0.2923652182022729,-0.8839243476779187,0.0714285714285714,0.4285714285714286,0.30243324453258075,1.8399995043671107,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000892,7,4,513,1,67.0,23,1.1356046172266476,0.2778874138991037,-0.9549650174766171,-0.07142857142857145,0.3571428571428571,-0.03443142520736417,1.679229674489465,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000893,7,4,607,0,68.0,24,0.7715011666368996,0.2688614378372828,-1.0004068473942311,-0.2142857142857143,0.2142857142857143,-0.24991006682141423,0.5439126135350205,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000894,7,4,608,0,69.0,25,0.24822936616585545,0.184419756134351,-1.4866853728123166,-0.4285714285714286,-0.35714285714285715,-2.555773107397534,-1.087709942166883,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000895,7,4,610,1,70.0,26,0.4636380293303456,0.2205811391274133,-1.26228298673074,-0.35714285714285715,-0.07142857142857145,-1.4916891694162653,-0.41604058563670127,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000896,7,4,611,0,71.0,27,0.506026472514095,0.3175933758417764,-0.76485383104487,0.2857142857142857,0.0,0.867048561012768,-0.2838684717612061,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000897,7,4,612,0,72.0,28,0.46064455575188645,0.2970127463340759,-0.8615637054718214,0.1428571428571429,-0.14285714285714285,0.4084642036053803,-0.4253745856843149,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000898,7,4,613,0,73.0,29,0.3134261147421691,0.2756096571683883,-0.9663448156058613,-0.14285714285714285,-0.2857142857142857,-0.08839279619918604,-0.8844188696501141,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000899,7,4,614,0,74.0,30,0.08874360819405736,0.3250111043453216,-0.730836890892829,0.3571428571428571,-0.4285714285714286,1.0283520135611661,-1.585005152391765,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000900,7,4,615,1,75.0,31,0.653349600473002,0.3149932026863097,-0.7768777014794831,0.2142857142857143,0.1428571428571429,0.8100330915017242,0.17550223833233675,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000901,7,4,616,1,76.0,32,0.5573913138354417,0.2864456127087275,-0.9127099754115284,0.0,0.0714285714285714,0.16593592536010443,-0.12370690067230887,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_000902,7,4,617,1,77.0,33,0.42171545525782106,0.3306683997313182,-0.7051635431741742,0.4285714285714286,-0.2142857142857143,1.1500913471692213,-0.5467600652422144,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001020,8,3,681,1,65.0,23,1.6810211475288481,0.3193562825520833,-0.7567316409417105,-0.16666666666666669,-0.05555555555555558,-0.7955523107193438,-0.037788351307715025,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001021,8,3,196,1,66.0,24,0.7384102191356474,0.2934100727240245,-0.8788792834748768,-0.2777777777777778,-0.2777777777777778,-1.1207627649425613,-0.9295153481655534,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001022,8,3,682,1,67.0,25,2.535237047060386,0.3918233811855316,-0.4396541511944103,0.05555555555555558,0.16666666666666663,0.048646662966768686,0.7703153485464082,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001023,8,3,683,1,68.0,26,2.2065290408994063,0.4177007377147674,-0.3322192743071692,0.16666666666666663,0.05555555555555558,0.3346852993852187,0.4593516260307836,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001024,8,3,684,0,69.0,27,2.7302095285934302,0.4967592557271321,-0.012963158619613207,0.2777777777777778,0.2777777777777778,1.184684728298461,0.9547628445283949,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001025,8,3,685,1,70.0,28,2.918943748985167,0.5437580943107605,0.17548130459661496,0.38888888888888884,0.38888888888888884,1.6864063187234235,1.1333088325757819,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001026,8,3,182,1,71.0,29,-0.3968094151022621,0.2779529690742492,-0.9546383531708255,-0.3888888888888889,-0.3888888888888889,-1.3224665469918802,-2.003453666426544,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001027,8,3,686,0,72.0,30,1.3541849745252525,0.3860846360524495,-0.4638004650976975,-0.05555555555555558,-0.16666666666666669,-0.015641386720086532,-0.34698128578155585,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001028,8,4,687,0,73.0,1,3.0092311839485446,0.5192041198412577,0.07685428587484015,0.33333333333333337,0.33333333333333337,1.6688772574080128,1.716514354713484,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001029,8,4,688,1,74.0,2,1.1908953313571757,0.3826865553855896,-0.478160648006794,0.16666666666666663,0.16666666666666663,0.5820373915824841,0.5542599519176676,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001030,8,4,211,0,75.0,3,-1.0722311817998116,0.2080808927615483,-1.3365323376690283,-0.33333333333333337,-0.33333333333333337,-1.0988409327112076,-0.892298311921263,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001031,8,4,218,0,76.0,4,-0.744646587261045,0.2506651580333709,-1.0950679188643804,-0.16666666666666669,0.0,-0.626001121537314,-0.682910900487801,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001032,8,4,205,0,77.0,5,-0.7644439518460628,0.2603716949621836,-1.0440375633942331,0.0,-0.16666666666666669,-0.5260725947419755,-0.6955650942220879,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001139,9,3,783,0,54.0,13,0.05318823406980577,0.3821844756603241,-0.4802864959769557,-0.16666666666666669,-0.33333333333333337,-0.62093370331732,-1.6879880135261,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001140,9,3,784,0,55.0,14,0.6434423630437696,0.4039365351200104,-0.38908937176030745,0.0,0.33333333333333337,0.08823577052689562,0.9362421041379184,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001141,9,3,785,0,56.0,15,0.5961341371273257,0.4416908025741577,-0.23430283056883305,0.33333333333333337,0.16666666666666663,1.291890939676244,0.7259129168114512,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001142,9,3,786,0,57.0,16,0.2983142358988564,0.3549700677394867,-0.5972632526306614,-0.33333333333333337,-0.16666666666666669,-1.530571432365002,-0.5981743128738941,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001143,9,3,787,1,58.0,17,0.573213049732411,0.4252545734246571,-0.30123922047889423,0.16666666666666663,0.0,0.771378425479182,0.6240073054506245,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001144,9,4,159,0,59.0,1,-0.9376457197810577,0.3476849397023518,-0.6292309425095913,-0.07142857142857145,0.2142857142857143,-0.3458241580836286,0.27295909633128934,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001145,9,4,155,0,60.0,2,-1.6760310591770686,0.2920463234186172,-0.8854662314652348,-0.35714285714285715,-0.35714285714285715,-1.4259819887178948,-1.573272866526361,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001146,9,4,163,1,61.0,3,-0.3624290754028081,0.4684042731920878,-0.12655153381007286,0.3571428571428571,0.3571428571428571,1.773216906940716,1.7112099631314543,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001147,9,4,168,0,62.0,4,-0.9661206689753667,0.4036279916763305,-0.39037100631847305,0.2142857142857143,0.0714285714285714,0.6610880106235499,0.20176136455307755,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001148,9,4,153,1,63.0,5,-1.3225847281806837,0.3566986819108327,-0.5897218302380215,0.0714285714285714,-0.2142857142857143,-0.17927380830361792,-0.6895284601516861,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001149,9,4,157,0,64.0,6,-1.0160695854418895,0.3403297265370686,-0.6618251929176264,-0.2142857142857143,-0.07142857142857145,-0.4832249624591253,0.0768709026622258,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001253,10,2,846,1,60.0,33,0.7925610762081976,0.332749605178833,-0.6957751092638881,0.0,0.0,0.0,0.0,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001254,10,3,847,1,61.0,1,1.5015988435320913,0.3957417706648509,-0.4232397343130298,0.2272727272727273,0.40909090909090906,0.29810102962572627,1.7678118942944974,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
1,evt_001255,10,3,848,1,62.0,2,0.726832768904023,0.4868325491746266,-0.05268198434830741,0.31818181818181823,0.045454545454545414,1.7550239212596763,-0.0439293857784117,2026,V2H-local-H2_E0,False,H2_E0_non_eeg
